id,competitor,country,title,description,bonus_amount,bonus_type,conditions,valid_until,url,scraped_at,hash_id,created_at
991,Casinia,BH,Found 'jackpot' on page,jackpot 65100£ register trustworthy payments & exchanges on casinia-casino the payment methods featured on the site are convenient and secure for all,"£65,100",Jackpot,"Trustworthy payments and exchanges, convenient and secure payment methods",Not specified,https://casinia.bet,2025-10-02T18:12:33.901945,8816169872746757792,2025-10-02 16:26:27
996,Casinia,BH,Found 'jackpot' on page,jackpots sports live betting wheel of fortune new spin rally new challenges tournaments bonus crab shop vip levels,Not specified,Jackpot,Details not specified in provided text,Not specified,https://casinia.com,2025-10-02T18:12:28.404635,3110869566484617561,2025-10-02 16:26:27
993,Casinia,BH,No Deposit Bonus Promotion,Bonus promo code no deposit bonus for new players. Register and sign in to claim your bonus. Spin and win with this promotional offer.,Not specified,Other,No deposit required. App sign-in and registration mandatory. Specific bonus amount and wagering requirements not detailed in provided text.,Not specified,https://casinia.bet,2025-10-02T18:12:33.901945,936073642301449412,2025-10-02 16:26:27
984,Casinia,BH,The Masters Tournament,"Tournament with a prize pool of €1,500. Minimum bet: €10.00. Ends in: 19d 04:46:06","€1,500",Tournament,Min. bet: €10.00,19 days from now,https://casinia.com/tournaments,2025-10-02T18:13:52.817131,1949974215723107893,2025-10-02 16:26:27
997,Casinia,BH,Welcome Bonus,welcome bonus 100% up to €500 + 200 fs + 1 bonus crab join now sport first deposit bonus 100% up to €100 join now casino crypto welcome bonus 200% up,"100% up to €500 + 200 Free Spins + 1 Bonus Crab (Casino), 100% up to €100 (Sports), 200% (Crypto Casino)",Welcome Bonus,"Multiple welcome bonuses available for casino, sports, and crypto deposits",Not specified,https://casinia.com,2025-10-02T18:12:28.404635,-4365336207681539644,2025-10-02 16:26:27
992,Casinia,BH,Welcome Bonus,"Welcome bonus for signing up, you get 200 free spins, 100% up to £500, and 1 bonus crab. Reload bonus disbursed daily from Monday to Thursday",200 free spins + 100% up to £500,Welcome Bonus,Reload bonus available Monday to Thursday,Not specified,https://casinia.bet,2025-10-02T18:12:33.901945,5877976860558060054,2025-10-02 16:26:27
998,Casinia,BH,Welcome Bonus,Casino welcome bonus 100% up to €500 + 200 free spins + 1 bonus crab,100% up to €500 + 200 FS,Welcome Bonus,Specific wagering requirements not specified in the provided text,Not specified,https://casinia.com,2025-10-02T18:12:28.404635,2417700921881227191,2025-10-02 16:26:27
980,EmirBet,BH,Found 'bonus' on page,bonus up to €1000 + 150 free spins games live casino sports betting bonuses games live casino sports betting bonuses sign up login emirbet emit bet ca,Up to €1000 + 150 free spins,Welcome Bonus,Sign up required. Applies to live casino and sports betting.,Not specified,https://www.emirbet.casino,2025-10-02T18:19:01.106426,-5829929268874569361,2025-10-02 16:26:27
981,EmirBet,BH,Found 'bonus' on page,bonus up to €1000 + 150 free spins games live casino sports betting bonuses games live casino sports betting bonuses sign up login emirbet emit bet ca,Up to €1000 + 150 free spins,Welcome Bonus,Details not specified in the provided text,Not specified,https://emirbet.casino,2025-10-02T18:18:56.032905,1328872399489874622,2025-10-02 16:26:27
1005,Rabona,BH,Found 'bonus' on page,bonus crab niveles vip español centro de ayuda deportes apuestas en vivo casino bono de bienvenida crypto para deportes 100% hasta 200 usdt ¡únete ya!,100% up to 200 USDT,Welcome Bonus,Crypto welcome bonus for sports betting,Not specified,https://rabona.com,2025-10-02T18:08:53.868812,2661086273595103513,2025-10-02 16:26:27
1003,Rabona,BH,VIP Tournament: Los Maestros,VIP tournament with a prize pool. Active and finished tournaments available.,1500 €,Tournament,Minimum bet: 10.00 €,Not specified,https://rabona.com/tournaments,2025-10-02T18:10:08.730756,-3700692286103801169,2025-10-02 16:26:27
983,Rooster bet,BH,Found 'bonus' on page,bonus 100% up to $1000 games sport cybersport promo tournaments lotteries,100% up to $1000,Deposit Bonus,"Applies to games, sport, cybersport, tournaments, and lotteries",Not specified,https://roosterbet.bet,2025-10-02T18:14:23.498340,3951789519779368943,2025-10-02 16:26:27
982,Rooster bet,BH,Found 'free spins' on page,free spins get bonus navigation open close an overview of rooster bet casino canada main advantages of rooster bet popular games and slots at rooster bet,Unspecified,Free Spins,Details not specified in the provided text,Not specified,https://roosterbet.bet,2025-10-02T18:14:23.498340,2745733251874535647,2025-10-02 16:26:27
