id,competitor,country,title,description,bonus_amount,bonus_type,conditions,valid_until,url,scraped_at,hash_id,created_at
351,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,,https://www.rabona.casino,2025-10-02T11:45:37.509771,5872115402847626174,2025-10-02 09:54:20
357,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino,2025-10-02T11:45:29.885213,6014499636736288622,2025-10-02 09:54:20
338,Rabona,SA,Found 'free spins' on page,free spins 1. this offer is exclusively open to new customers who have completed the registration process and made their initial real-money deposit on,1,Free Spins,Exclusively for new customers who complete registration and make their first real-money deposit,Not specified,https://rabona.casino/welcome-bonus,2025-10-02T11:46:13.391577,2858468973663327240,2025-10-02 09:54:20
352,Rabona,SA,Found 'free spins' on page,free spins. a deposit of at least €20 is required. players receive 20 free spins daily for ten days. the bonus and winnings from free spins have a 35x,200 free spins (20 daily for 10 days),Free Spins,Minimum deposit €20. 35x wagering requirement on bonus and winnings.,Not specified,https://www.rabona.casino,2025-10-02T11:45:37.509771,5556004800795506041,2025-10-02 09:54:20
358,Rabona,SA,Found 'free spins' on page,free spins. a deposit of at least €20 is required. players receive 20 free spins daily for ten days. the bonus and winnings from free spins have a 35x,200 free spins (20 daily for 10 days),Free Spins,Minimum deposit €20. 35x wagering requirement on bonus and winnings.,Not specified,https://rabona.casino,2025-10-02T11:45:29.885213,4657457267245869305,2025-10-02 09:54:20
348,Rabona,SA,Found 'jackpot' on page,jackpots jackpots diarios jackpots calientes nuevos jackpots lucky jackpots jackpots todos los jackpots,No especificado,Jackpot,No especificadas,No especificado,https://rabona.com,2025-10-02T11:45:49.606692,-3216060220565645262,2025-10-02 09:54:20
353,Rabona,SA,Found 'jackpot' on page,"jackpots: there are 216 jackpot games, including popular ones like 'mega moolah', offering players chances to win big. special categories: rabona high",N/A,Jackpot,216 jackpot games available,N/A,https://www.rabona.casino,2025-10-02T11:45:37.509771,7163767822487105014,2025-10-02 09:54:20
359,Rabona,SA,Found 'jackpot' on page,"jackpots: there are 216 jackpot games, including popular ones like 'mega moolah', offering players chances to win big. special categories: rabona high",N/A,Jackpot,216 jackpot games available,N/A,https://rabona.casino,2025-10-02T11:45:29.885213,5645678935329010868,2025-10-02 09:54:20
335,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino/tournaments,2025-10-02T11:46:19.431286,-6430694950997763373,2025-10-02 09:54:20
340,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino/offers,2025-10-02T11:46:05.478671,-5780937824488838833,2025-10-02 09:54:20
343,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,No especificado,https://rabona.casino/bonuses,2025-10-02T11:46:00.197638,-5374845046053391239,2025-10-02 09:54:20
346,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino/promotions,2025-10-02T11:45:55.422066,6216875810651708174,2025-10-02 09:54:20
354,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://www.rabona.casino,2025-10-02T11:45:37.509771,-7446394604861243598,2025-10-02 09:54:20
360,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino,2025-10-02T11:45:29.885213,-5318875630463983992,2025-10-02 09:54:20
350,Rabona,SA,tournament,"tournaments from popular games such as call of duty, counter strike, and dota 2. odds and features: while rabona’s odds match those of leading provide",,Tournament,,,https://www.rabona.casino,2025-10-02T11:45:37.509771,-8905049762704252857,2025-10-02 09:54:20
356,Rabona,SA,tournament,"tournaments from popular games such as call of duty, counter strike, and dota 2. odds and features: while rabona’s odds match those of leading provide",Not specified,Tournament,Not specified,Not specified,https://rabona.casino,2025-10-02T11:45:29.885213,-5918701811043559676,2025-10-02 09:54:20
