id,competitor,country,title,description,bonus_amount,bonus_type,conditions,wagering,valid_until,url,scraped_at,hash_id,created_at
1165,JustCasino,AE,"welcome offer $7,777 + 300 free spins","welcome offer $7,777 + 300 free spins join now! first deposit bonus 100% up to $1,111 +100 free spins no bonus code required because space is full of","$7,777 + 300 Free Spins and 100% up to $1,111 + 100 Free Spins",Welcome Bonus,No bonus code required. Appears to be a combined welcome offer.,,,https://justcasino.com,2025-10-15T14:35:34.762324,7199803214665082110,2025-10-15 12:47:17
926,LuckyDreams,AE,Deposit Bonus,"First deposit bonus 100% up to $1,111 + 100 free spins no bonus code required. Second deposit bonus 100% up to $1,111 + 50 free spins with promo code.","100% up to $1,111 + 100 Free Spins / 50 Free Spins",Deposit Bonus,No bonus code required for first bonus. Promo code required for second bonus.,,,https://www.luckydreams.com/bonuses,2025-10-15T12:26:42.228199,3584745905191165505,2025-10-15 10:43:54
1091,LuckyDreams,AE,Deposit Bonus,"First deposit bonus 100% up to $1,111 + 100 free spins no bonus code required. Second deposit bonus 100% up to $1,111 + 50 free spins with promo code.","100% up to $1,111 + 100 Free Spins (1st deposit); 100% up to $1,111 + 50 Free Spins (2nd deposit)",Deposit Bonus,No bonus code required for first deposit bonus. Promo code required for second deposit bonus.,,,https://www.luckydreams.com/bonuses,2025-10-15T13:56:05.359361,8343539370580620932,2025-10-15 12:16:14
1174,LuckyDreams,AE,Found 'free spins' on page,free spins join now! only takes a minute we’ve got a vast game selection view all play now book of dead play now top wanted dead or a wild play now wi,,Free Spins,,,,https://www.luckydreams.com/bonuses,2025-10-15T14:28:35.966817,-5431758109502511610,2025-10-15 12:47:17
928,LuckyDreams,AE,Found 'jackpot' on page,"jackpots payments pick & dream ar-en en-au ca-en ca-fr nz no de at-de ch-de ch-fr in-en ar ar-en fi welcome to lucky dreams casino up to $7,777 welcome bonus","up to $7,777",Welcome Bonus,Welcome bonus for new players,,,https://www.luckydreams.com/bonuses,2025-10-15T12:26:42.228199,-8575322960941213267,2025-10-15 10:43:54
1093,LuckyDreams,AE,Found 'jackpot' on page,"jackpots payments pick & dream ar-en en-au ca-en ca-fr nz no de at-de ch-de ch-fr in-en ar ar-en fi welcome to lucky dreams casino up to $7,777 welcome","up to $7,777",Welcome Bonus,Welcome offer for multiple regional markets,,,https://www.luckydreams.com/bonuses,2025-10-15T13:56:05.359361,-6063008834287077003,2025-10-15 12:16:14
1176,LuckyDreams,AE,Welcome to Lucky Dreams Casino,"Up to $7,777 welcome offer + 300 free spins. Join now! Only takes a minute. We've got a vast game selection.","$7,777 + 300 free spins",Welcome Bonus,New players only. Minimum deposit required.,,,https://www.luckydreams.com/bonuses,2025-10-15T14:28:35.966817,2786841784143351039,2025-10-15 12:47:17
925,LuckyDreams,AE,Monday Boost,"Bonus + 300 free spins Monday boost, 77 free spins Crazy Tuesday, unlimited 33% bonus Crazy Crypto Tuesday, unlimited 100% bonus Wild Wednesday shuffle",300 free spins + 77 free spins + 33% bonus + 100% bonus,Other,Multiple daily promotions including free spins and deposit bonuses,,,https://www.luckydreams.com/welcome-bonus,2025-10-15T12:26:49.956461,6851301387713965978,2025-10-15 10:43:54
1090,LuckyDreams,AE,Monday Boost,bonus + 300 free spins monday boost 77 free spins crazy tuesday unlimited 33% bonus crazy crypto tuesday unlimited 100% bonus wild wednesday,300 Free Spins + 77 Free Spins + 33% Bonus + 100% Bonus,Other,"Multiple daily promotions: Monday (300 Free Spins + 77 Free Spins), Tuesday (Unlimited 33% Bonus + Unlimited 100% Crypto Bonus), Wednesday promotion",,Weekly recurring promotions,https://www.luckydreams.com/welcome-bonus,2025-10-15T13:56:18.395564,-2833042785175921341,2025-10-15 12:16:14
1172,LuckyDreams,AE,Monday Boost,bonus + 300 free spins monday boost 77 free spins crazy tuesday unlimited 33% bonus crazy crypto tuesday unlimited 100% bonus wild wednesday,300 free spins + 77 free spins + 33% bonus + 100% bonus,Free Spins | Deposit Bonus,"Multiple daily promotions: Monday (300 free spins + bonus), Tuesday (77 free spins + 33% bonus), Crypto Tuesday (100% bonus), Wild Wednesday",,"Weekly promotion (Mondays, Tuesdays, Wednesdays)",https://www.luckydreams.com/welcome-bonus,2025-10-15T14:28:44.674600,-2255603569156451050,2025-10-15 12:47:17
